mysql> \. selectSyntheticData.sql
+--------------------------------+------------------------+----------------------+------------+
| name                           | address                | city                 | zip        |
| 31630967568423746097 | Rogahn        | Chaz        | 1991-09-08 |
| 37624148862534954915 | Steuber       | Maude       | 1989-06-26 |
| 38138695477157034911 | Romaguera     | Trever      | 1989-05-02 |
| 15848758111129184185 | Thompson      | Garry       | 1975-02-17 |
| 38197311200743513849 | Schmidt       | Rosalia     | 1979-11-14 |
| 87668143300174217311 | Hammes        | Nathanael   | 2012-03-05 |
| 80725085628526057794 | Torphy        | Emmy        | 1982-01-04 |
| 02442292617525446333 | Hartmann      | Lorena      | 1977-01-10 |
| 88440945220249415440 | Padberg       | Bell        | 1977-09-09 |
| 64625843848891807295 | Raynor        | Rahsaan     | 1982-09-05 |
| 74834273927406682981 | Beier         | Hans        | 1996-07-25 |
| 83592507286470402719 | Rutherford    | Angelina    | 1995-12-05 |
| 13368633175572873152 | Dooley        | Adah        | 1996-04-10 |
| 49345550006000339527 | MacGyver      | Adolph      | 1988-11-10 |
| 13038770663328646659 | O'Connell     | Westley     | 2003-10-08 |
| 53106139507754151346 | Cruickshank   | Rubye       | 1985-10-19 |
| 90687582573952004214 | Renner        | Lera        | 2000-02-09 |
| 19398437543252742860 | Oberbrunner   | Sadye       | 2010-06-14 |
| 40850073646376723399 | Gorczany      | Dale        | 1976-02-29 |
| 85682359641299731262 | Zieme         | Mertie      | 1977-09-16 |
| 45738221012030654576 | Ledner        | Norval      | 2006-08-02 |
| 60182950729223347765 | Roberts       | Alessandro  | 1993-04-15 |
| 02149960033131695650 | Wolf          | Vaughn      | 1989-12-19 |
| 94346234593737658703 | Romaguera     | Aglae       | 1998-04-07 |
| 01464107492229549492 | Hamill        | Armani      | 1988-01-11 |
| 70830914239639375901 | Haag          | Maye        | 2004-11-13 |
| 59492894149899858314 | Farrell       | Evan        | 1993-09-12 |
| 82945938566755217190 | Pfannerstill  | Esteban     | 2012-09-08 |
| 12721621546609294679 | Runte         | Kellen      | 2007-12-30 |
| 63841918919009850850 | Lemke         | Minnie      | 1996-12-30 |
| 11893670242424474992 | Littel        | Penelope    | 1974-07-01 |
| 76867430424813893258 | Walter        | Grayson     | 1977-05-12 |
| 67298885341002084418 | Hagenes       | Merle       | 1999-01-01 |
| 24912373251279706052 | Jacobi        | Chloe       | 1993-07-25 |
| 43602531901131647251 | McGlynn       | Grace       | 2012-02-16 |
| 76624463893990232977 | Murray        | Cleo        | 1993-04-09 |
| 91360258243660968586 | Metz          | Raymond     | 2006-08-30 |
| 71499402481251158484 | Swift         | Dayne       | 1980-06-01 |
| 83268441996714703429 | Ratke         | Lula        | 1990-08-12 |
| 26141299380276013791 | Russel        | Ulices      | 1974-03-24 |
| 45849779382460067940 | Moore         | Kade        | 1992-03-29 |
| 49786558055075036682 | Howe          | Wilton      | 1995-02-04 |
| 59155238908270933745 | Klein         | Jaylin      | 1991-07-24 |
| 37264569877493173796 | Kilback       | Keely       | 1997-09-08 |
| 96114733156737005154 | Lockman       | Demond      | 2000-04-29 |
| 15582194800337395212 | Hudson        | Nils        | 2004-08-31 |
| 96176254632590785385 | Windler       | Camden      | 1993-06-28 |
| 86241254919934461058 | Luettgen      | Felicia     | 1973-12-13 |
| 28113670669838335011 | Yost          | Benny       | 1999-05-30 |
| 04000787874367230324 | Torphy        | Coleman     | 1983-11-27 |
| 10956425573682704613 | Larkin        | Reuben      | 1978-12-03 |
| 91909934995784312317 | Kertzmann     | Russell     | 1992-07-23 |
| 88270844897473413455 | Cole          | Jasmin      | 2006-07-01 |
| 32548470643970488723 | Schmeler      | Stephany    | 1988-07-26 |
| 18849953733867523392 | Emmerich      | Deshaun     | 1991-10-06 |
| 33553906186002636550 | Hoppe         | Kaitlyn     | 1984-08-03 |
| 37177828849600598891 | Franecki      | Elinor      | 2012-03-11 |
| 01486465556950298415 | Kling         | Leola       | 2010-07-12 |
| 33721290173943023237 | Adams         | Clair       | 2005-05-31 |
| 31743628676004939045 | Zieme         | Leslie      | 1993-12-31 |
| 14819345278625637937 | Borer         | Dandre      | 2010-12-09 |
| 25064514204033424478 | McKenzie      | Jaunita     | 1986-11-30 |
| 27734530018042681719 | Legros        | Kristina    | 1989-04-19 |
| 49649985005846898144 | Durgan        | Francesca   | 2011-06-10 |
| 20279792619197024475 | Dach          | Geo         | 2006-06-20 |
| 91065439778604375048 | Borer         | Quincy      | 1996-07-31 |
| 74456821940647448348 | Buckridge     | Darius      | 2010-03-20 |
| 52324080956770017585 | Torphy        | Jeffrey     | 2012-01-02 |
| 40400299081079404055 | Lynch         | Tillman     | 1980-11-08 |
| 30347959257449651951 | Considine     | Carlie      | 1977-11-26 |
| 79279380068318779965 | Bosco         | Rudolph     | 1978-08-31 |
| 58017080753696399655 | Hammes        | Lavern      | 1999-04-16 |
| 92197126893799878883 | Lynch         | Maximillian | 1997-06-19 |
| 50834087204633420054 | Goodwin       | Delaney     | 1984-01-30 |
| 03784139709285849182 | Nitzsche      | Andreane    | 2008-03-15 |
| 13679353641343842736 | Johns         | Adell       | 1983-04-16 |
| 98107219133632362462 | McKenzie      | Arjun       | 2012-01-11 |
| 19723577649746261636 | Parker        | Kari        | 2011-03-31 |
| 73914556597029887781 | Trantow       | Arthur      | 2008-02-11 |
| 55262683912502452314 | Stark         | Heath       | 2006-04-19 |
| 96275279591049284217 | O'Hara        | Joey        | 1974-03-06 |
| 26801850344263983912 | Robel         | Sarai       | 1975-03-28 |
| 14377284928264575885 | D'Amore       | Ezra        | 2005-04-15 |
| 26537210368265047850 | Rolfson       | Carol       | 1977-09-28 |
| 33777761607212116675 | O'Reilly      | Nathanial   | 1999-03-08 |
| 52566573076600714753 | Conn          | Vergie      | 1978-02-09 |
| 94894348937184701723 | Predovic      | Darius      | 2011-10-01 |
| 96027549864483148391 | Simonis       | Emily       | 2005-01-15 |
| 81775079100751139016 | Balistreri    | Blaze       | 1996-01-05 |
| 12742761831246986989 | Goodwin       | Javon       | 1986-09-12 |
| 45660369475749635978 | Shanahan      | Irma        | 1983-06-07 |
| 99464451740121575830 | Zemlak        | Arielle     | 2001-12-17 |
| 72583405527147982463 | Harris        | Marquise    | 2007-09-05 |
| 35642372953445291199 | Price         | Madeline    | 2010-12-24 |
| 75971700486042387124 | Kuphal        | Yasmine     | 1998-06-27 |
| 87275944769973295862 | Wisozk        | Karley      | 2010-07-29 |
| 90132178652692858554 | Beier         | Marta       | 1984-02-12 |
| 01989619088012865767 | Cummerata     | Beatrice    | 1991-10-19 |
| 64608393192263469203 | Herman        | Scottie     | 1987-10-15 |
| 17646509981048472073 | Kuhlman       | Mateo       | 1982-08-16 |
| 28175285090249229652 | Glover        | Aletha      | 1974-02-15 |
| 99834956759044789613 | Rice          | Daniella    | 1978-07-18 |
| 03228340674217939728 | Kohler        | Florian     | 1971-10-26 |
| 57844679254837493479 | Hansen        | Jerel       | 1973-06-05 |
| 92084464298792826555 | Treutel       | Hortense    | 1991-04-26 |
| 98094920986274641754 | Weber         | Amelia      | 1994-09-10 |
| 94588592818542507483 | Russel        | Leon        | 1988-01-24 |
| 88528241248555751154 | Conn          | Jaquan      | 1991-02-23 |
| 54645828777538782709 | Schumm        | Elizabeth   | 1976-10-15 |
| 23833553808601369605 | Klein         | Travon      | 1974-12-02 |
| 03007362927344900008 | Rohan         | Kamren      | 1991-03-17 |
| 64558091323890014759 | Bruen         | Ethel       | 1983-12-02 |
| 00769038536205277745 | Hintz         | Jonas       | 1986-06-05 |
| 67081325449785801147 | Gerhold       | America     | 1999-11-06 |
| 41510679919844680468 | Douglas       | Neva        | 1975-06-22 |
| 66359854425241932718 | Romaguera     | Hester      | 2007-12-24 |
| 47139681346996720929 | Lesch         | Cassandra   | 1986-06-22 |
| 99263667704119296657 | Quitzon       | Lauretta    | 2009-02-07 |
| 84641197326769442612 | Rohan         | Elvera      | 1995-05-24 |
| 07679918240946522095 | Rosenbaum     | Myrtice     | 1972-09-05 |
| 64953464018170015795 | Bins          | Armando     | 2012-01-20 |
| 97134968569481903934 | Runolfsdottir | Whitney     | 1978-10-23 |
| 77884418186262843079 | Kovacek       | Dallas      | 1974-02-21 |
| 55207461853439114409 | Reilly        | Nya         | 1982-03-13 |
| 41861280414361353894 | Corkery       | Rickie      | 1986-12-17 |
| 96913781576850036317 | Quigley       | Jillian     | 1983-02-18 |
| 46914592202208116133 | Simonis       | Melvin      | 2010-07-06 |
| 37231001314247201389 | Kunde         | Veda        | 1971-03-24 |
| 75293246973463821882 | Heller        | Citlalli    | 1984-04-20 |
| 84347438799279187692 | Kuvalis       | Junior      | 1977-03-22 |
| 94439554718120874664 | Rice          | Yessenia    | 1984-08-18 |
| 85346029255034991276 | Blick         | Waldo       | 1997-07-01 |
| 05889395886720419847 | Hermiston     | Bessie      | 1974-02-23 |
| 97147454667288075380 | Erdman        | Brannon     | 1978-07-14 |
| 82690232864158734978 | Bednar        | Mercedes    | 1998-06-30 |
| 70477733774541810529 | Williamson    | Corine      | 1975-10-10 |
| 00258388748864978615 | Lubowitz      | Raphaelle   | 2005-10-31 |
| 35715724941075486044 | Lesch         | Murphy      | 1970-01-12 |
| 75853725524147262267 | Smith         | Dawson      | 2011-07-05 |
| 60654354900677323960 | Crist         | Justine     | 1987-06-02 |
| 36551400717783517531 | Nienow        | Johnson     | 1974-11-19 |
| 21497703277093991797 | Maggio        | Arnoldo     | 1982-07-03 |
| 05331509920564124820 | Welch         | Gladyce     | 2011-03-15 |
| 92253427399613183428 | Gulgowski     | Deja        | 1992-04-17 |
| 40877592680477612764 | Fay           | Deangelo    | 2004-12-02 |
| 78646300510212312091 | Morissette    | Genoveva    | 1970-02-07 |
| 68678825294609286653 | Conn          | Brennon     | 1988-04-26 |
| 69350963260815184322 | Jacobs        | Weldon      | 2001-04-30 |
| 70031293527699479324 | Batz          | Trace       | 1997-06-07 |
| 21398866077994926962 | Shanahan      | Hattie      | 1976-08-30 |
| 98577829534138045461 | Pollich       | Marian      | 1985-04-24 |
| 71894314410210335142 | Kshlerin      | Mona        | 1996-10-24 |
| 40039053595698735814 | McClure       | Enrico      | 1982-03-19 |
| 81541372518132358171 | Stroman       | Verna       | 2009-03-08 |
| 70873806506428281270 | Beahan        | Bonita      | 2011-10-19 |
| 45100931715488534539 | Gerlach       | Otho        | 2013-03-31 |
| 28829369343054578397 | Kling         | Owen        | 1980-05-08 |
| 32393417245042756513 | Koss          | Erika       | 1997-04-30 |
| 50955101856168347368 | Mann          | Rasheed     | 1989-07-02 |
| 72369183965094770713 | Schmitt       | Harvey      | 1992-05-11 |
| 17693182710119533035 | Grant         | Litzy       | 1979-05-08 |
| 01211639159371030051 | Rempel        | Matilda     | 2008-09-14 |
| 69656866651624141562 | Stroman       | Sherman     | 1977-10-11 |
| 57371248364480952676 | Skiles        | Braxton     | 2010-01-05 |
| 10680688454416278086 | Dickens       | Marcelo     | 1980-08-07 |
| 28115204912635854162 | Herzog        | Baylee      | 1998-06-04 |
| 13576787251011865686 | Hudson        | Oma         | 1991-11-01 |
| 80398649065665835419 | Larson        | Johnpaul    | 1999-02-04 |
| 26298167403571045321 | Koss          | Jonatan     | 1987-08-22 |
| 32419248062582872540 | Heaney        | Mylene      | 2001-07-14 |
| 59133123680274251195 | Green         | Georgiana   | 1986-10-23 |
| 65560514670576699721 | O'Reilly      | Alanis      | 1986-07-29 |
| 42458843891852992387 | Predovic      | Sharon      | 1976-06-16 |
| 76982449548533583399 | Olson         | Lionel      | 2010-06-13 |
| 75595975914968091220 | Luettgen      | Terrill     | 1991-02-08 |
| 44681839897012145927 | Prosacco      | Charlie     | 2012-12-12 |
| 95350591417398981876 | Stoltenberg   | Shaylee     | 1990-09-14 |
| 99648603020530626150 | Stamm         | Genevieve   | 1970-04-04 |
| 43346904060087019587 | Schaden       | Michale     | 2009-08-15 |
| 08009047168496778140 | Kessler       | Sebastian   | 1991-11-29 |
| 21812820919992530648 | Greenholt     | Nicholaus   | 1984-04-24 |
| 26883267682237043637 | Wuckert       | Marina      | 1983-04-29 |
| 79790556407737870349 | Donnelly      | Aaron       | 2009-02-09 |
| 23115183274402142451 | Raynor        | Frederik    | 1988-06-25 |
| 71919243275513126306 | Abbott        | Vella       | 1975-06-17 |
| 62498382379698234684 | Dare          | Charlotte   | 1973-01-02 |
| 09732561131457619003 | Von           | Horacio     | 1993-07-17 |
| 53811308340380549504 | King          | Luther      | 2008-02-08 |
| 62696683756587298711 | Braun         | Marques     | 1991-01-28 |
| 51089474914697617789 | Murphy        | Davin       | 1979-06-25 |
| 50397457084765857537 | Schulist      | Andreane    | 2008-07-13 |
| 78939466996406399666 | Braun         | Branson     | 2004-03-22 |
| 04572419165832261757 | Crist         | Alice       | 1990-10-22 |
| 96945899988305951014 | Quigley       | Donato      | 2002-05-06 |
| 15652608032287829889 | Rutherford    | Eddie       | 1993-05-07 |
| 27964747141693655165 | Toy           | Tamia       | 2008-12-29 |
| 14488242790653345395 | Hessel        | Davin       | 1998-08-14 |
| 00675136028015418645 | Mitchell      | Cindy       | 1979-05-19 |
| 19833905414210519371 | Kuhn          | Wallace     | 2000-01-14 |
| 76118714002568736259 | Mosciski      | Piper       | 1980-04-04 |
| 35181813590746501008 | Leuschke      | Mabel       | 1974-04-30 |
| 55671439844298556981 | Hodkiewicz    | Angel       | 1974-03-14 |
| 16655102666410861954 | Erdman        | Thurman     | 1982-01-27 |
| 72747056579697845569 | Satterfield   | Mariana     | 1991-08-05 |
| 21594006493434824653 | Crona         | Selmer      | 1971-09-17 |
| 99176578478459822792 | Mueller       | Reymundo    | 1998-11-28 |
| 50861363740282135889 | Crona         | Vida        | 1974-01-29 |
| 68318977920215152635 | Flatley       | Max         | 1973-04-22 |
| 29922104384559892413 | Fisher        | Tiana       | 1982-10-24 |
| 01197926259872083466 | Douglas       | Valentine   | 2011-08-12 |
| 21517139837583431453 | Block         | Roger       | 1974-06-24 |
| 64527766249430931829 | Haag          | Nola        | 2006-02-02 |
| 41084906298456204820 | Schulist      | Kiley       | 2010-02-07 |
| 39629335062448696951 | Vandervort    | Ruby        | 1996-08-02 |
| 71451278032247545879 | Morar         | Benny       | 1997-12-01 |
| 38858944655255224437 | Veum          | Elton       | 1988-10-11 |
| 61011705199398334939 | Swaniawski    | Margarette  | 1981-07-06 |
| 83011830348862051466 | Kutch         | Nestor      | 2011-11-29 |
| 91570335210169394853 | Veum          | Monte       | 1970-12-22 |
| 80558275521625304916 | Hyatt         | Giovani     | 1991-07-05 |
| 14550128282529355885 | Haley         | Cornell     | 1990-04-20 |
| 05134343985239954760 | Dickinson     | Sydnie      | 1989-10-09 |
| 45514356394550700686 | Will          | Chris       | 1981-01-28 |
| 15086684644507183867 | Dooley        | Jammie      | 2010-07-09 |
| 91332705174509297767 | Treutel       | Yasmine     | 2006-08-07 |
| 02786039996208716643 | Kirlin        | Cornell     | 2007-01-14 |
| 07915812640342778491 | Schowalter    | Jairo       | 1980-07-15 |
| 54739458639893363734 | Hirthe        | Noah        | 1986-01-30 |
| 92827821545593762097 | Cartwright    | Carolyne    | 1986-08-07 |
| 69805747790142520460 | Gusikowski    | Berniece    | 1989-03-29 |
| 04912570119762937478 | Haag          | Kristopher  | 2003-01-20 |
| 15252720294919601839 | Sauer         | Bradly      | 1997-11-24 |
| 24307495181578234968 | Hansen        | Loy         | 2005-08-21 |
| 49310953187038699964 | Heaney        | Lou         | 1978-12-18 |
| 71445369998072757355 | Gislason      | Kareem      | 2008-10-03 |
| 18820615191160791416 | Hammes        | Marquis     | 1987-07-08 |
| 67936459105649298921 | Morar         | Greg        | 2011-05-09 |
| 97444749011432662086 | Beahan        | Reginald    | 1972-02-05 |
| 09894691275306227753 | Hand          | Emiliano    | 1982-12-15 |
| 37203898325894992629 | McCullough    | Freddie     | 1981-03-23 |
| 14551618039809863256 | Beer          | Darlene     | 1970-12-01 |
| 37101372395919200124 | Gutkowski     | Malcolm     | 1999-07-23 |
| 03920989423192336589 | O'Reilly      | Maximillian | 1975-08-05 |
| 23128590737354877970 | Goldner       | Buddy       | 2006-08-06 |
| 00903801582624787560 | Nikolaus      | Raphael     | 2005-03-13 |
| 09701421520361667538 | Bogan         | Dorthy      | 1980-09-23 |
| 44426671877836205388 | Pouros        | Marjorie    | 2000-11-04 |
| 46672496411530115324 | Berge         | Treva       | 1989-06-23 |
| 36236769340171757250 | Olson         | Izabella    | 1983-03-11 |
| 73643933854961942965 | Dietrich      | Karelle     | 1991-06-11 |
| 15461754804199126728 | Kuvalis       | Elinor      | 2007-09-09 |
| 90894338806684060108 | Kertzmann     | Cletus      | 2003-02-03 |
| 69186217887398887575 | Keebler       | Jace        | 1971-01-13 |
| 91983438210198630233 | Jast          | Roslyn      | 1977-11-29 |
| 90632225759172381336 | Wilkinson     | Earline     | 2001-01-23 |
| 97865542092575827173 | Homenick      | Paxton      | 1980-04-24 |
| 06072328074953875373 | Hoeger        | Rafael      | 1978-02-24 |
| 49192942701042010595 | Witting       | Lila        | 1974-06-11 |
| 19889312083836962510 | Bayer         | Christopher | 1971-11-02 |
| 88249760166165871028 | Harvey        | Kameron     | 1971-09-16 |
| 90671226022414261408 | Friesen       | Darryl      | 1997-01-03 |
| 86954630002245953467 | Cremin        | Austyn      | 1992-01-03 |
| 76008855188325743943 | Morar         | Torrance    | 2012-05-19 |
| 80082980724037104968 | Zulauf        | Nadia       | 1986-12-19 |
| 53478237301658691599 | Doyle         | Sam         | 1983-04-05 |
| 43147581699588848584 | Abernathy     | Amira       | 1975-08-26 |
| 57325711250061530883 | Bednar        | Taurean     | 1986-01-08 |
| 82580643489883337430 | Legros        | Darian      | 2007-12-16 |
| 84568343402284609083 | Herzog        | Orin        | 1990-04-05 |
| 05194532343513214656 | Botsford      | Efren       | 1993-02-12 |
| 46630148487609880057 | Auer          | Dustin      | 2004-07-10 |
| 87250662916140553728 | VonRueden     | Guadalupe   | 2011-03-08 |
| 34952753513351626381 | Fadel         | Addison     | 1973-01-03 |
